companyName,sourceType,sourceUrl,capturedAt,evidenceSummary,evidenceStrength
R2 Corp.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832516,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Roche Diagnostics,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121679,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Roche Diagnostics,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121679,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Sk Med,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031860,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
Sk Med,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031860,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Tomtec Imaging Systems GmbH,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090461,2026-05-19,Stage 2 categories: remote_patient_monitoring; samd,medium_stage2_evidence
Tomtec Imaging Systems GmbH,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090461,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Zoe Medical, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,2026-05-19,Stage 2 categories: remote_patient_monitoring,medium_stage2_evidence
"Zoe Medical, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Abbott Laboratories,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Abbott Laboratories,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K001993,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Advanced Brain Monitoring, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Advanced Brain Monitoring, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120450,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Animas Corp.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,2026-05-19,Stage 2 categories: chronic_disease_management; samd,medium_stage2_evidence
Animas Corp.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K063674,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Apnicure, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Apnicure, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130538,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Apple, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Apple, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240929,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Argus Cognitive, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,2026-05-19,Stage 2 categories: mental_health; samd,medium_stage2_evidence
"Argus Cognitive, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223322,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Arkray Factory USA, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,2026-05-19,Stage 2 categories: chronic_disease_management; samd,medium_stage2_evidence
"Arkray Factory USA, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093819,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Bayer Healthcare, LLC",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,2026-05-19,Stage 2 categories: chronic_disease_management; samd,medium_stage2_evidence
"Bayer Healthcare, LLC",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082486,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Bemco Mattress Co.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Bemco Mattress Co.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K834344,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Bio-Rad,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Bio-Rad,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Bioness, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Bioness, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Bionime Corporation,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Bionime Corporation,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Cara Care,product_evidence,https://cara.care/,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Cara Care,reachability_evidence,https://cara.care/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Cereve, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Cereve, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN140032,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Craniofacial Pain Center of Idaho,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Craniofacial Pain Center of Idaho,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K082849,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Cybex,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
Cybex,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Diamond Orthotic Laboratory,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Diamond Orthotic Laboratory,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K202499,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Dynadx Corporation,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Dynadx Corporation,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070855,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
E-San Limited,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061328,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
E-San Limited,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061328,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Ergoline GmbH,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212883,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
Ergoline GmbH,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212883,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Happiest Baby, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Happiest Baby, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN210039,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
HelloBetter,product_evidence,https://hellobetter.de/,2026-05-19,Stage 2 categories: digital_therapeutics; mental_health,medium_stage2_evidence
HelloBetter,reachability_evidence,https://hellobetter.de/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Hill-Rom, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Hill-Rom, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"I-Rep, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"I-Rep, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Influence, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Influence, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972023,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Jintronix, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Jintronix, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"M2 Group Holdings, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
"M2 Group Holdings, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Mahana Therapeutics, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,2026-05-19,Stage 2 categories: mental_health; samd,medium_stage2_evidence
"Mahana Therapeutics, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211372,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Medicaa (Uruguay) S.A.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
Medicaa (Uruguay) S.A.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Medical Analysis Systems, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
"Medical Analysis Systems, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Mycare Team, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073699,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
"Mycare Team, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073699,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
mySugr,product_evidence,https://www.mysugr.com/,2026-05-19,Stage 2 categories: chronic_disease_management; samd,medium_stage2_evidence
mySugr,reachability_evidence,https://www.mysugr.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Nakagawa Dental Clinic,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Nakagawa Dental Clinic,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K060122,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Nautilus Sports/Medical Industries, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Nautilus Sports/Medical Industries, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Neurofield, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Neurofield, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252951,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Neurotronics, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Neurotronics, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K142774,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Neurovalens , Ltd.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Neurovalens , Ltd.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230826,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Nihon Kohden America, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Nihon Kohden America, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K983072,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Omega Results,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Omega Results,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K963631,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Onera B.V.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Onera B.V.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253668,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Oviva,product_evidence,https://oviva.com/,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Oviva,reachability_evidence,https://oviva.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Oxehealth Limited,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
Oxehealth Limited,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K233618,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Primus, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
"Primus, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Quantimetrix Corp.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
Quantimetrix Corp.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Raye'S, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022407,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Raye'S, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022407,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Recovr,Inc",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Recovr,Inc",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Respironics, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Respironics, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K003499,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Shiley, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Shiley, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Sidekick Health,product_evidence,https://www.sidekickhealth.com/,2026-05-19,Stage 2 categories: chronic_disease_management; digital_therapeutics,medium_stage2_evidence
Sidekick Health,reachability_evidence,https://www.sidekickhealth.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Sleep Specialists, LLC",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"Sleep Specialists, LLC",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100160,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Sweetspot Diabetes Care, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
"Sweetspot Diabetes Care, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K111509,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Symcare Personalized Health Solutions, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,2026-05-19,Stage 2 categories: chronic_disease_management,medium_stage2_evidence
"Symcare Personalized Health Solutions, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
The ScottCare Corporation,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
The ScottCare Corporation,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"The Snore Reliever Company, LLC",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,2026-05-19,Stage 2 categories: sleep_health,medium_stage2_evidence
"The Snore Reliever Company, LLC",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092942,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Universal Gym Equipment, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,2026-05-19,Stage 2 categories: rehabilitation,medium_stage2_evidence
"Universal Gym Equipment, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Wfr/Aquaplast Corp.,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,2026-05-19,Stage 2 categories: mental_health,medium_stage2_evidence
Wfr/Aquaplast Corp.,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Woebot Health,product_evidence,https://woebothealth.com/,2026-05-19,Stage 2 categories: digital_therapeutics; mental_health,medium_stage2_evidence
Woebot Health,reachability_evidence,https://woebothealth.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Medtronic, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,2026-05-19,Stage 2 categories: health_management_platform; patient_engagement,medium_stage2_evidence
"Medtronic, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Ada Health,product_evidence,https://ada.com/,2026-05-19,Stage 2 categories: health_management_platform; online_consultation; patient_engagement,medium_stage2_evidence
Ada Health,reachability_evidence,https://ada.com/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Entra Health Systems,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132930,2026-05-19,Stage 2 categories: internet_healthcare,medium_stage2_evidence
Entra Health Systems,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132930,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Kry/Livi,product_evidence,https://www.livi.co.uk/,2026-05-19,Stage 2 categories: internet_healthcare; online_consultation,medium_stage2_evidence
Kry/Livi,reachability_evidence,https://www.livi.co.uk/,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Medaica, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223166,2026-05-19,Stage 2 categories: internet_healthcare,medium_stage2_evidence
"Medaica, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223166,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
Rtx Healthcare A/S,product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041816,2026-05-19,Stage 2 categories: internet_healthcare,medium_stage2_evidence
Rtx Healthcare A/S,reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041816,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"United Health Group, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171406,2026-05-19,Stage 2 categories: internet_healthcare; samd,medium_stage2_evidence
"United Health Group, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171406,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Vignet, Inc.",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113446,2026-05-19,Stage 2 categories: internet_healthcare,medium_stage2_evidence
"Vignet, Inc.",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113446,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
"Viterion Telehealthcare, LLC",product_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030419,2026-05-19,Stage 2 categories: internet_healthcare,medium_stage2_evidence
"Viterion Telehealthcare, LLC",reachability_evidence,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K030419,2026-05-19,未确认全球远程。,limited_or_unknown_reachability
