companyName,aliases,region,country,city,categories,tier,website,primaryEvidenceUrl,productCount,evidenceCount,aiUseCases,aiFitScore,marketExpansionScore,financingLiftScore,commercializationScore,dataReadinessScore,evidenceQualityScore,opportunityScore,scoreReasons,gaps
"General Life Biotechnology Co., Ltd.",,US,US,Mission Viejo,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123090,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Instrumentation Laboratory CO,,US,US,Walker,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K771977,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Lawrence Medical Systems, Inc.",,US,US,Cammarillo,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K874885,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Macon & Co., Inc.",,US,US,Milwaukee,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902802,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Medical Analysis Systems, Inc.",,US,US,Camarillo,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K042717,2,2,慢病管理 AI 教练与个性化随访,13,5,4,0,3,8,33,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Microlife Intellectual Property GmbH,,Europe,CH,Widnau,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171937,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Nikomed U.S.A., Inc.",,US,US,Doylestown,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K950473,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Noom,Noom Health,US,US,New York,chronic_disease_management,B,https://www.noom.com/,https://www.noom.com/,1,2,慢病管理 AI 教练与个性化随访,12,5,3,4,3,6,33,慢病管理具备个性化随访和 AI 教练空间; 已有官网/产品页信号,financing; company_site_evidence
Omega Critical Care Limited,,Europe,GB,East Kilbride,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K081776,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Paceart, Inc.",,US,US,Hasbrouck Heights,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012407,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Philips Medical Systems, Inc.",,Europe,NL,5680 Da Best,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K922622,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
R D Intl.,,US,US,Richardson,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960312,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
R2 Corp.,,US,US,Mchenry,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K832516,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Raye'S, Inc.",,US,US,Ellis,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022407,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,7,0,3,7,33,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
Roche Diagnostics,,US,US,Indianapolis,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121679,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
Sk Med,,US,US,Van Nuys,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K031860,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
"Zoe Medical, Inc.",,US,US,Topsfield,remote_patient_monitoring,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
天津怡和嘉业医疗科技有限公司,,China,CN,,sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=5D6A46D9CFDD2650AD9CA4CBBD7F6D20,32,32,心理/睡眠分层干预与对话式支持,14,3,1,3,3,9,33,有监管/官方目录证据,website; financing; company_site_evidence
深圳市美连医疗电子股份有限公司,,China,CN,深圳,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1694441404251920260511110759856,1,1,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
辽宁迪浩生物科技有限公司,,China,CN,,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=a66841e0-6ec2-410b-aeec-aa0aea963e57,1,2,远程监测风险分层与异常预警,9,6,5,0,6,7,33,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
ADAS3D医疗有限公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0843702172204820260416013910405,1,2,医生工作流、病历摘要和临床文档自动化,11,3,8,0,3,7,32,有监管/官方目录证据,website; financing; company_site_evidence
"Barron Associates, Inc.",,US,US,Charlottesville,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K163245,1,1,医疗软件智能化和疗效反馈闭环,11,6,5,0,3,7,32,有监管/官方目录证据,website; financing; company_site_evidence
"Bioness, Inc.",,US,US,Valencia,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123636,2,2,康复计划生成、动作/依从性反馈与 care manager copilot,12,5,4,0,3,8,32,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
"Jintronix, Inc.",,US,US,Seattle,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K143034,2,2,康复计划生成、动作/依从性反馈与 care manager copilot,12,5,4,0,3,8,32,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
广西雅斯生物科技有限公司,,China,CN,,remote_patient_monitoring,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=16bcea9cc731422194ffa7c765da0323,1,1,远程监测风险分层与异常预警,9,6,5,0,6,6,32,远程监测适合风险分层和异常预警; 有监管/官方目录证据,website; financing; company_site_evidence
深圳市艾利特医疗科技有限公司,,China,CN,深圳,mental_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697070604106220250928113343202,2,2,心理/睡眠分层干预与对话式支持,12,5,4,0,3,8,32,有监管/官方目录证据,website; financing; company_site_evidence
长沙奥科维电子有限公司,,China,CN,,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697621210001920230423020207567,2,2,慢病管理 AI 教练与个性化随访,13,5,4,0,3,7,32,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Bio-Rad,,US,US,Irvine,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K052838,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Bionime Corporation,,US,US,Mission Viejo,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K113007,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
E-San Limited,,US,US,Washington,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K061328,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
GE Medical Systems Ultrasound and Primary Care Diagnostics,,US,US,Wauwatosa,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220940,3,3,医疗软件智能化和疗效反馈闭环,13,0,5,1,3,9,31,有监管/官方目录证据,website; financing; company_site_evidence
"M2 Group Holdings, Inc.",,US,US,Sunnyvale,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100567,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
"Mycare Team, Inc.",,US,US,Fairfax,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K073699,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
"Philips Medical Systems (Cleveland), Inc.",,US,US,Cleveland,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K000310,3,3,医疗软件智能化和疗效反馈闭环,13,0,5,1,3,9,31,有监管/官方目录证据,website; financing; company_site_evidence
"Primus, Inc.",,US,US,Kansas City,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896582,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Quantimetrix Corp.,,US,US,Redondo Beach,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103744,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Stryker Corporation,STRYKER CORP,Europe,DE,Freiburg,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K221098,1,3,医疗软件智能化和疗效反馈闭环,11,0,5,3,3,9,31,有监管/官方目录证据,website; financing; company_site_evidence
"Symcare Personalized Health Solutions, Inc.",,US,US,Wayne,chronic_disease_management,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K093789,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
深圳市昭蓝生物科技有限公司,,China,CN,深圳,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973880810523202310110930463,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,7,31,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
美敦力导航股份有限公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=d224c319c6044a5a8d3eb3ec41dee51a,2,4,医疗软件智能化和疗效反馈闭环,12,1,5,1,3,9,31,有监管/官方目录证据,website; financing; company_site_evidence
Cybex,,US,US,Ronkonkoma,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K843739,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
Ergoline GmbH,,Europe,DE,Bitz,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212883,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
"Hill-Rom, Inc.",,US,US,Batesville,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K945729,2,2,心理/睡眠分层干预与对话式支持,12,3,4,0,3,8,30,有监管/官方目录证据,website; financing; company_site_evidence
"I-Rep, Inc.",,US,US,Mchenry,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822906,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
Medicaa (Uruguay) S.A.,,US,US,Austin,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070085,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
"Nautilus Sports/Medical Industries, Inc.",,US,US,Deland,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K861206,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
"Recovr,Inc",,US,US,Clemson,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K151446,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
"Shiley, Inc.",,US,US,Irvine,sleep_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K844138,2,2,心理/睡眠分层干预与对话式支持,12,6,1,0,3,8,30,有监管/官方目录证据,website; financing; company_site_evidence
The ScottCare Corporation,,US,US,Cleveland,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K250259,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
"Universal Gym Equipment, Inc.",,US,US,New York,rehabilitation,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K873659,1,1,康复计划生成、动作/依从性反馈与 care manager copilot,11,5,4,0,3,7,30,康复产品可用 AI 降低人力交付成本; 有监管/官方目录证据,website; financing; company_site_evidence
Wfr/Aquaplast Corp.,,US,US,Wyckoff,mental_health,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K032156,1,1,心理/睡眠分层干预与对话式支持,11,5,4,0,3,7,30,有监管/官方目录证据,website; financing; company_site_evidence
上海导向医疗系统有限公司,,China,CN,上海,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694933910336220260506035412241,1,2,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,8,30,有监管/官方目录证据,website; financing; company_site_evidence
徐州市科健高新技术有限公司,,China,CN,,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975283415138202205101045050,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,6,30,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
语坤（北京）网络科技有限公司,,China,CN,北京,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697418338085020260506052020828,1,2,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,8,30,有监管/官方目录证据,website; financing; company_site_evidence
赛尔生物,,China,CN,,chronic_disease_management,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975491760105202206230544050,1,1,慢病管理 AI 教练与个性化随访,12,5,4,0,3,6,30,慢病管理具备个性化随访和 AI 教练空间; 有监管/官方目录证据,website; financing; company_site_evidence
Brainlab AG,,Europe,DE,Munich,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243633,1,1,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
"Elaitra, Ltd.",,Europe,GB,London,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223501,1,1,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
"Hypoguard USA, Inc.",,US,US,Edina,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K022545,1,1,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
"Infobionic, Inc.",,US,US,Lowell,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K152491,1,1,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
Puritan Bennett Corp.,,US,US,Pleasanton,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023225,1,1,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
内特斯医疗系统DBA艾泰克有限公司,,China,CN,,sleep_health,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00382830027298202208310434215,4,4,心理/睡眠分层干预与对话式支持,14,1,1,1,3,9,29,有监管/官方目录证据,website; financing; company_site_evidence
嘉兴允英医学检验有限公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697545115090820260424110259267,1,2,医生工作流、病历摘要和临床文档自动化,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
日本尼德克株式会社,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0498766910164320260403013305251,1,2,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
桂林优利特医疗电子有限公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06935740735889202604101007341,1,2,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
深圳迈瑞生物医疗电子股份有限公司,,China,CN,深圳,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=069030530816962026011502474526,16,32,,9,3,1,3,3,10,29,有监管/官方目录证据,website; financing; company_site_evidence
环科医学影像公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0088291600001120260415110044685,1,2,医疗软件智能化和疗效反馈闭环,11,0,8,0,3,7,29,有监管/官方目录证据,website; financing; company_site_evidence
AppliedVR,,US,US,Los Angeles,digital_therapeutics; samd,B,https://www.appliedvr.io/,https://www.appliedvr.io/,1,2,医疗软件智能化和疗效反馈闭环,11,0,4,4,3,6,28,已有官网/产品页信号,financing; company_site_evidence
"Cardon Rehabilitation Products, Inc.",,US,US,Niagara Falls,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K951955,9,9,,9,2,1,3,3,10,28,有监管/官方目录证据,website; financing; company_site_evidence
HelloBetter,GET.ON Institut,Europe,DE,Hamburg,digital_therapeutics; mental_health,C,https://hellobetter.de/,https://hellobetter.de/,1,1,心理/睡眠分层干预与对话式支持,11,5,7,4,0,1,28,已有官网/产品页信号,financing; company_site_evidence
爱乔（上海）医疗科技有限公司,,China,CN,上海,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697153589112520220518112542940,2,2,医疗软件智能化和疗效反馈闭环,12,0,5,0,3,8,28,有监管/官方目录证据,website; financing; company_site_evidence
艾科托迈德有限公司 AKTORmed GmbH,,China,CN,,,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=372e067a0d814590bc697daa059f7d30,8,16,,9,3,1,3,3,9,28,有监管/官方目录证据,website; financing; company_site_evidence
ABBOTT MEDICAL,,US,US,Westford,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253459,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Advanced Planimetric Services, LLC",,US,US,Elmwood Park,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130165,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
American Sleep Association,,US,US,Chesterland,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130504,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
Cochlear Americas,,US,US,Lone Tree,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212136,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
Datex-Ohmeda,,US,US,Needham,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K023497,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Draeger Medical Systems, Inc.",,US,US,Andover,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K141756,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Gauss Surgical, Inc.,",,US,US,Cupertino,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121274,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Marquest Medical Products, Inc.",,US,US,Englewood,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K902632,6,6,,9,1,1,2,3,10,26,有监管/官方目录证据,website; financing; company_site_evidence
Medtronic Minimed,,US,US,Los Angeles,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253512,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Nidek, Inc.",,US,US,Lake Forest,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K050336,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
Nucletron Corp.,,US,US,Columbia,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K990990,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Ortho Kinematics, Inc.",,US,US,Austin,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K171617,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"R2 Technology, Inc.",,US,US,Sunnyvale,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041380,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
St Jude Medical,,US,US,Sylmar,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173232,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Strados Labs, Inc.",,US,US,Philadelphia,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220893,1,1,,6,6,4,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Topcon Medical Systems, Inc.",,US,US,North Reading,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K132438,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Toshiba America Mri, Inc.",,US,US,S. San Francisco,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K981475,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Vivometrics, Inc.",,US,US,Washington,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K043604,1,1,远程监测风险分层与异常预警,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
Watermark Medical,,US,US,Brookfield,samd,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120325,1,1,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
"Widex Hearing Aid Co., Inc.",,US,US,Long Island City,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897033,1,1,,6,6,4,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
执鼎医疗科技有限公司,,China,CN,,samd,A,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697304719107620260508030807326,1,2,医疗软件智能化和疗效反馈闭环,11,0,5,0,3,7,26,有监管/官方目录证据,website; financing; company_site_evidence
