companyName,productName,productType,indicationOrUse,sourceType,regulatoryOrDirectoryId,approvalOrListingDate,status,sourceUrl,categories,evidenceStrength
"Wuxi Shenzhou Plastic Products Co., Ltd.",POWDER-FREE VINYL PATIENT EXAMINATION GLOVES,digital_health_or_medical_device_software,FDA 510(k) K070149; 2007-02-23; product code LYZ,openfda_device_510k,K070149,2007-02-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070149,,strong_official_product
"Yurob Rehabilitation Medical Co., Ltd.","Electrically Power Wheelchairs (Models:YLB-W-0812-A01, YLB-W-0812-A02, YLB-W-0812-A03)",digital_health_or_medical_device_software,FDA 510(k) K232193; 2023-09-22; product code ITI,openfda_device_510k,K232193,2023-09-22,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K232193,,strong_official_product
"Zdi, Solutions, LLC","Z-Box/Z-Tilt Breast and Thoracic Positioning Device, Z-Square Indexing System, Z-Foam, Z-Bar Index Bar, Z-Pulls Patient Hand Grip Overlay",digital_health_or_medical_device_software,FDA 510(k) K162002; 2016-11-01; product code IYE,openfda_device_510k,K162002,2016-11-01,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K162002,,strong_official_product
Zephyr Sleep Technologies,MATRx plus,digital_health_or_medical_device_software,FDA 510(k) K163665; 2017-05-05; product code MNR,openfda_device_510k,K163665,2017-05-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K163665,,strong_official_product
Zephyr Sleep Technologies,MATRx plus,digital_health_or_medical_device_software,FDA 510(k) DEN170090; 2018-08-23; product code QCJ,openfda_device_510k,DEN170090,2018-08-23,Unknown,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=DEN170090,,strong_official_product
"Zephyr Sleep Technologies, Inc.","REMOTELY CONTROLLED MANDIBULAR POSITIONER, RCMP",digital_health_or_medical_device_software,FDA 510(k) K103704; 2012-03-23; product code LRK,openfda_device_510k,K103704,2012-03-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K103704,,strong_official_product
"Zephyr Sleep Technologies, Inc.",TD Clip,digital_health_or_medical_device_software,FDA 510(k) K190051; 2019-06-07; product code LRK,openfda_device_510k,K190051,2019-06-07,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K190051,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd",Mobility Scooter (Models: W3431D),digital_health_or_medical_device_software,FDA 510(k) K231428; 2023-07-14; product code INI,openfda_device_510k,K231428,2023-07-14,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231428,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd","Mobility Scooter (Models: W3431Q, W3431R)",digital_health_or_medical_device_software,FDA 510(k) K222507; 2023-02-28; product code INI,openfda_device_510k,K222507,2023-02-28,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K222507,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd",Mobility Scooter (N3473),digital_health_or_medical_device_software,FDA 510(k) K242387; 2024-10-11; product code INI,openfda_device_510k,K242387,2024-10-11,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K242387,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd",Mobility Scooter (W3331),digital_health_or_medical_device_software,FDA 510(k) K240008; 2024-06-05; product code INI,openfda_device_510k,K240008,2024-06-05,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240008,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd","Mobility Scooter, Model W3468",digital_health_or_medical_device_software,FDA 510(k) K220207; 2022-03-24; product code INI,openfda_device_510k,K220207,2022-03-24,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K220207,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd",Power Wheelchair (W5538),digital_health_or_medical_device_software,FDA 510(k) K242471; 2024-11-18; product code ITI,openfda_device_510k,K242471,2024-11-18,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K242471,,strong_official_product
"Zhejiang Innuovo Rehabilitation Devices Co.,Ltd","Power Wheelchair, W5521",digital_health_or_medical_device_software,FDA 510(k) K231508; 2023-11-09; product code ITI,openfda_device_510k,K231508,2023-11-09,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231508,,strong_official_product
"Zhonghong Pulin Medical Products Co., Ltd.","Nitrile Exam Glove, Tested For Use With Chemotherapy Drugs And Fentanyl",digital_health_or_medical_device_software,FDA 510(k) K231029; 2023-10-30; product code LZA,openfda_device_510k,K231029,2023-10-30,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231029,,strong_official_product
"Zoe Medical, Inc.",NIGHTINGALE MONITORING SYSTEM,remote_patient_monitoring,FDA 510(k) K130740; 2013-07-23; product code MWI,openfda_device_510k,K130740,2013-07-23,Substantially Equivalent,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K130740,remote_patient_monitoring,strong_official_product
丁香园,丁香园,digital_health_or_medical_device_software,中国知名医生/医疗健康平台,round2_seed,,,,https://www.dxy.cn/,health_management_platform; clinical_workflow; patient_engagement,seed_only
丁香园,丁香园,digital_health_or_medical_device_software,丁香园_医疗领域的连接者_丁香园生物医药科技网; 丁香园是面向医生、医疗机构、医药从业者以及生命科学领域人士的专业性社会化网络，提供医学、医疗、药学、生命科学等相关领域的交流平台、专业知识、最新科研进展以及技术服务。,round2_company_site,,,,https://www.dxy.cn/,health_management_platform; clinical_workflow; patient_engagement,strong_company_site
上海卓昕医疗科技有限公司,移动式C形臂X射线机,digital_health_or_medical_device_software,NMPA UDI 06975260510153; GS1; DSI-CP,nmpa_udi,06975260510153,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051015320260310102355590,,strong_official_product
上海卓昕医疗科技有限公司,移动式C形臂X射线机,digital_health_or_medical_device_software,NMPA UDI 06975260510160; GS1; DSI-CS,nmpa_udi,06975260510160,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051016020260310102633864,,strong_official_product
上海卓昕医疗科技有限公司,移动式C形臂X射线机,digital_health_or_medical_device_software,NMPA UDI 06975260510054; GS1; DSI-CTT,nmpa_udi,06975260510054,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051005420250714040147634,,strong_official_product
上海卓昕医疗科技有限公司,移动式C形臂X射线机,digital_health_or_medical_device_software,国械注准20263060212; 该产品临床适用于在外科手术时提供成人X射线透视、摄影和体层图像。,nmpa_udi_detail,国械注准20263060212,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051015320260310102355590,,strong_official_product
上海卓昕医疗科技有限公司,移动式C形臂X射线机,digital_health_or_medical_device_software,国械注准20243062360; 产品临床适用于在外科手术时提供X射线透视、摄影及体层图像。,nmpa_udi_detail,国械注准20243062360,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697526051005420250714040147634,,strong_official_product
上海导向医疗系统有限公司,医学图像处理软件,samd_or_medical_software,NMPA UDI 06949339103362; GS1; AT-AP-CTPS,nmpa_udi,06949339103362,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694933910336220260506035412241,samd,strong_official_product
上海导向医疗系统有限公司,医学图像处理软件,samd_or_medical_software,沪械注准20262210178; 产品为 C/S 架构，通过 U 盘交付，软件功能模块包括患者数据管理、感兴趣区勾画、几何图形融合、图像序列比较、打印报告。,nmpa_udi_detail,沪械注准20262210178,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0694933910336220260506035412241,samd,strong_official_product
上海微创医疗机器人（集团）股份有限公司,远程通讯工作站,remote_patient_monitoring,NMPA UDI 06971621541897; GS1; TSA8C0,nmpa_udi,06971621541897,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,remote_patient_monitoring,strong_official_product
上海微创医疗机器人（集团）股份有限公司,远程通讯工作站,remote_patient_monitoring,国械注准20223010108; 远程通讯工作站,nmpa_udi_detail,国械注准20223010108,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697162154189720250714111901457,remote_patient_monitoring,strong_official_product
上海联影智能科技股份有限公司,主动脉夹层CT血管造影图像辅助分诊软件,samd_or_medical_software,NMPA UDI 06974197600333; GS1; uAI-AorticDissection，发布版本：1.0,nmpa_udi,06974197600333,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760033320241126113220827,samd,strong_official_product
上海联影智能科技股份有限公司,主动脉夹层CT血管造影图像辅助分诊软件,samd_or_medical_software,国械注准20243212363; 本产品由软件安装程序、授权文件组成，功能模块包括服务器端和浏览器端，浏览器端含登录、患者管理、图像处理与显示、服务模块，服务器端含数据访问和存储、数据同步服务、算法服务（深度学习）、胶片打印服务、图像归档服务模块。发布版本：1.0。,nmpa_udi_detail,国械注准20243212363,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760033320241126113220827,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,乳腺X射线图像辅助检测软件,samd_or_medical_software,NMPA UDI 06974197600609; GS1; uAI-MammoCare，发布版本1.1,nmpa_udi,06974197600609,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760060920241028111026135,samd,strong_official_product
上海联影智能科技股份有限公司,乳腺X射线图像辅助检测软件,samd_or_medical_software,国械注准20243212113; 本产品由软件安装程序组成。浏览器端由登录、图像浏览web 服务和配置服务模块组成。服务器端由数据访问和存储、数据同步服务和基于深度学习的算法服务模块组成。发布版本1.1。,nmpa_udi_detail,国械注准20243212113,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760060920241028111026135,samd,strong_official_product
上海联影智能科技股份有限公司,冠状动脉CT血流储备分数计算软件,samd_or_medical_software,NMPA UDI 06974197600197; GS1; uAI-FFRCT，发布版本1. 0,nmpa_udi,06974197600197,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760019720240429052949398,samd,strong_official_product
上海联影智能科技股份有限公司,冠状动脉CT血流储备分数计算软件,samd_or_medical_software,"国械注准20243210771; 本产品基于冠脉CT 血管影像计算获得 CT 血流储备分数 , 在进行冠脉血管造影检查之前 , 辅助培训合格的医技人员评估稳定性冠心病 (SCAD)患者的功能性心肌缺血症状。临床医生还应结合患者的病史、症状以及相关诊断结果进行综合评判。本产品不适用于急性冠脉综合征 (ACS) 等急性胸痛患者。",nmpa_udi_detail,国械注准20243210771,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760019720240429052949398,samd; clinical_workflow,strong_official_product
上海联影智能科技股份有限公司,冠状动脉CT造影图像血管狭窄辅助评估软件,samd_or_medical_software,NMPA UDI 06974197600289; GS1; uAI-CoronaryCTA，发布版本：3.0,nmpa_udi,06974197600289,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760028920230824020708139,samd,strong_official_product
上海联影智能科技股份有限公司,冠状动脉CT造影图像血管狭窄辅助评估软件,samd_or_medical_software,国械注准20233211066; 用于冠状动脉CT血管造影图像的显示、处理、分析，可对冠状动脉血管是否存在50%及以上狭窄进行辅助分诊评估，供经培训合格的医师使用，不能单独用作临床诊疗决策依据。不适用于急性冠脉综合征（ACS）等急性胸痛患者。,nmpa_udi_detail,国械注准20233211066,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760028920230824020708139,samd,strong_official_product
上海联影智能科技股份有限公司,前列腺癌MRI图像轮廓勾画软件,samd_or_medical_software,NMPA UDI 06974197600357; GS1; uAI-ProstateMR，发布版本1.0,nmpa_udi,06974197600357,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760035720250819103137751,samd,strong_official_product
上海联影智能科技股份有限公司,前列腺癌MRI图像轮廓勾画软件,samd_or_medical_software,国械注准20253211569; 由软件安装程序组成，功能模块包括服务器端和浏览器端。其中，浏览器端含登录、患者管理、前列腺癌辅助检测（深度学习）、图像归档、报告、服务模块，服务器端含数据访问和存储、数据同步服务、算法服务（深度学习）模块。,nmpa_udi_detail,国械注准20253211569,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760035720250819103137751,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,放射治疗轮廓勾画软件,samd_or_medical_software,NMPA UDI 06974197600005; GS1; uAI-Coutour，发布版本R001,nmpa_udi,06974197600005,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760000520220614030658366,samd,strong_official_product
上海联影智能科技股份有限公司,放射治疗轮廓勾画软件,samd_or_medical_software,国械注准20193211035; 通过FTP下载方式交付，功能模块包括：患者数据管理模块、轮廓勾画模块、服务模块。,nmpa_udi_detail,国械注准20193211035,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760000520220614030658366,samd,strong_official_product
上海联影智能科技股份有限公司,缺血性卒中CT图像辅助评估软件,samd_or_medical_software,NMPA UDI 06974197600418; GS1; uAI-IschemicStroke，发布版本1.0,nmpa_udi,06974197600418,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760041820250826044449746,samd,strong_official_product
上海联影智能科技股份有限公司,缺血性卒中CT图像辅助评估软件,samd_or_medical_software,国械注准20253211716; 本产品由软件安装程序和授权文件组成，包括服务器端及浏览器端。浏览器端由登录、患者管理、图像处理与分析（含基于深度学习的ASPECTS评分分析）、服务模块组成。服务器端由数据访问和存储、数据同步服务、算法服务模块（深度学习）、自动归档模块组成。,nmpa_udi_detail,国械注准20253211716,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760041820250826044449746,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,肺栓塞CT血管造影图像辅助分诊软件,samd_or_medical_software,NMPA UDI 06974197600302; GS1; uAI-PulmonaryEmbolism，发布版本1.0,nmpa_udi,06974197600302,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760030220240927040446847,samd,strong_official_product
上海联影智能科技股份有限公司,肺栓塞CT血管造影图像辅助分诊软件,samd_or_medical_software,国械注准20243211866; 由软件安装程序和授权文件组成，功能模块包括浏览器端和服务器端，其中浏览器端由登录、患者管理、图像处理与显示（深度学习）、服务模块组成，服务器端由算法服务（深度学习）、数 据同步服务、数据访问和存储、胶片打印服务、图像归档服务模块组成。发布版本1.0。,nmpa_udi_detail,国械注准20243211866,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760030220240927040446847,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,肺炎CT影像辅助分诊与评估软件,samd_or_medical_software,NMPA UDI 06974197600029; GS1; uAI-Discover-NCP，发布版本R001,nmpa_udi,06974197600029,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760002920220614032338768,samd,strong_official_product
上海联影智能科技股份有限公司,肺炎CT影像辅助分诊与评估软件,samd_or_medical_software,国械注准20213210607; 本软件由服务器端及浏览器端构成。浏览器端由患者管理模块、图像处理模块和服务模块组成，服务器端由数据访问和存储模块、数据同步模块和基于深度学习算法的图像处理模块组成。软件通过FTP下载的方式交付。,nmpa_udi_detail,国械注准20213210607,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760002920220614032338768,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,肺结节CT图像辅助检测软件,samd_or_medical_software,NMPA UDI 06974197600364; GS1; uAI-PioneerChest，发布版本1.1,nmpa_udi,06974197600364,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760036420231106092432531,samd,strong_official_product
上海联影智能科技股份有限公司,肺结节CT图像辅助检测软件,samd_or_medical_software,国械注准20233211594; 由软件安装程序和授权文件组成，功能模块包括客户端、服务器端。其中，客户端含登录管理、肺结节CT影像辅助检测、三维重建、数据管理保存与导出和服务模块，服务器端含业务层、数据访问和存储层，业务层包含接口服务、数据导入服务、数据解析服务、基于深度学习的算法服务和报告服务，数据访问和存储层包含数据库和文件服务。,nmpa_udi_detail,国械注准20233211594,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760036420231106092432531,samd,strong_official_product
上海联影智能科技股份有限公司,肺结节CT图像辅助诊断软件,samd_or_medical_software,NMPA UDI 06974197600739; GS1; uAI-PulmonaryNodules，发布版本1.1,nmpa_udi,06974197600739,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760073920260413112825851,samd; clinical_workflow,strong_official_product
上海联影智能科技股份有限公司,肺结节CT图像辅助诊断软件,samd_or_medical_software,国械注准20263210668; 由软件安装程序和授权文件组成，功能模块包含浏览器端和服务器端，其中浏览器端包含表示层，包括登录管理、肺结节CT图像辅助诊断、患者管理和服务模块。服务端包含业务层、数据访问和存储层。业务层包含算法服务（基于深度学习）、图像归档/打印服务和数据同步服务。数据访问和存储层包含数据库和文件服务。,nmpa_udi_detail,国械注准20263210668,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760073920260413112825851,samd; health_management_platform; clinical_workflow; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,肺结节CT影像辅助检测软件,samd_or_medical_software,NMPA UDI 06974197600012; GS1; uAI-ChestCare，发布版本R001,nmpa_udi,06974197600012,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760001220220614031516122,samd,strong_official_product
上海联影智能科技股份有限公司,肺结节CT影像辅助检测软件,samd_or_medical_software,国械注准20213210471; 由服务器端、浏览器端组成，通过FTP下载方式交付。其中，浏览器端含患者管理模块、图像处理模块、服务模块，服务器端含数据访问和存储模块、数据同步模块、深度学习算法模块。,nmpa_udi_detail,国械注准20213210471,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760001220220614031516122,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,脑缺血CT灌注图像辅助评估软件,samd_or_medical_software,NMPA UDI 06974197600654; GS1; uAI–CT_CerebralPerfusion，发布版本1.1,nmpa_udi,06974197600654,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760065420250709110549577,samd,strong_official_product
上海联影智能科技股份有限公司,脑缺血CT灌注图像辅助评估软件,samd_or_medical_software,国械注准20253211313; 由软件安装程序和授权文件组成，功能模块包括浏览器端、服务器端，其中浏览器端由登录、患者管理、图像浏览与处理、服务模块组成，服务器端由算法服务（深度学习）、数据同步服务、数据访问和存储模块组成。 用于脑灌注CT图像的显示、处理和测量，可辅助评估缺血性卒中成人患者梗死区、缺血半暗带的体积，供经培训合格的医师临床使用，不能单独作为临床决策的依据。,nmpa_udi_detail,国械注准20253211313,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760065420250709110549577,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,颅内出血CT影像辅助分诊软件,samd_or_medical_software,NMPA UDI 06974197600159; GS1; uAI-HematomaCare，发布版本：R002,nmpa_udi,06974197600159,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760015920220614032656358,samd,strong_official_product
上海联影智能科技股份有限公司,颅内出血CT影像辅助分诊软件,samd_or_medical_software,国械注准20223210309; 本软件由服务器端及浏览器端构成。浏览器端由患者管理模块、结果显示和编辑模块 、服务模块组成，服务器端由数据访问和存储模块、数据同步模块和基于深度学习算法的图像处理模块组成。软件通过FTP下载的方式交付。,nmpa_udi_detail,国械注准20223210309,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760015920220614032656358,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,颅内动脉瘤CT血管造影图像辅助检测软件,samd_or_medical_software,NMPA UDI 06974197600586; GS1; uAI-CTA-HeadNeckVessels，发布版本2.2,nmpa_udi,06974197600586,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760058620241008035234980,samd,strong_official_product
上海联影智能科技股份有限公司,颅内动脉瘤CT血管造影图像辅助检测软件,samd_or_medical_software,国械注准20243211923; 由软件安装程序和授权文件组成，功能模块包括浏览器端、服务器端，其中浏览器端由登录、患者管理、头颈血管分割与动脉瘤辅助检测（深度学习）、图像归档、胶片打印、服务模块组成，服务器端由算法服务（深度学习）、数据同步服务、数据访问和存储模块组成。发布版本2.2,nmpa_udi_detail,国械注准20243211923,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760058620241008035234980,samd; health_management_platform; patient_engagement,strong_official_product
上海联影智能科技股份有限公司,骨折CT影像辅助检测软件,samd_or_medical_software,NMPA UDI 06974197600036; GS1; uAI-BoneCare，发布版本R001,nmpa_udi,06974197600036,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760003620220614031938232,samd,strong_official_product
上海联影智能科技股份有限公司,骨折CT影像辅助检测软件,samd_or_medical_software,国械注准20203210862; 本软件功能模块包括:基于深度学习的CT肋骨骨折辅助检测、患者管理、图像处理和服务模块。软件通过FTP下载的方式交付。,nmpa_udi_detail,国械注准20203210862,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697419760003620220614031938232,samd; health_management_platform; patient_engagement,strong_official_product
上海远心医疗科技有限公司,远程遥测心电分析软件,samd_or_medical_software,NMPA UDI 06978304100150; GS1; EPAY-EWS-1A,nmpa_udi,06978304100150,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,samd; remote_patient_monitoring,strong_official_product
上海远心医疗科技有限公司,远程遥测心电分析软件,samd_or_medical_software,沪械注准20232210173; 远程遥测心电分析软件,nmpa_udi_detail,沪械注准20232210173,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697830410015020251126054846763,samd; remote_patient_monitoring,strong_official_product
上海镜影信息科技有限公司,电子支气管镜影像辅助质控软件,samd_or_medical_software,NMPA UDI 06977550440010; GS1; EV BRO-100,nmpa_udi,06977550440010,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697755044001020260417012010264,samd,strong_official_product
上海镜影信息科技有限公司,电子支气管镜影像辅助质控软件,samd_or_medical_software,沪械注准20262210045; 结构组成：产品基于C/S架构，单机部署，由USB闪存盘和随机文件组成。产品功能模块包括：用户登录模块、电子支气管镜影像监测模块（基于深度学习）、系统管理模块、软件退出模块。 适用范围：产品与内窥镜设备联合使用，用于内窥镜操作时进行电子支气管镜影像监测（包括支气管镜检查的共31个正常位点的识别）。仅用于辅助监测，不能代替医生诊断。,nmpa_udi_detail,沪械注准20262210045,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697755044001020260417012010264,samd; remote_patient_monitoring; clinical_workflow,strong_official_product
上海镜影信息科技有限公司,电子鼻咽喉镜影像辅助质控软件,samd_or_medical_software,NMPA UDI 06977550440003; GS1; EV ENT-100,nmpa_udi,06977550440003,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697755044000320260416053639337,samd,strong_official_product
上海镜影信息科技有限公司,电子鼻咽喉镜影像辅助质控软件,samd_or_medical_software,沪械注准20262210043; 结构组成：本产品基于C/S架构，单机部署。产品由USB闪盘和随机文件组成，功能模块包括：用户登录模块、电子鼻咽喉镜影像监测模块（基于深度学习）、系统管理模块和软件退出模块。 预期用途：本产品与内窥镜设备联合使用，用于电子鼻咽喉镜检查操作过程中实时进行鼻咽喉部位内镜影像处理（包括鼻咽喉检查的11个正常位点的识别）。仅用于辅助医生检查，不能代替医生诊断。不具有自动识别病变的功能。,nmpa_udi_detail,沪械注准20262210043,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697755044000320260416053639337,samd; remote_patient_monitoring; clinical_workflow,strong_official_product
上海鹰瞳医疗科技有限公司,糖尿病视网膜病变眼底图像辅助诊断软件,samd_or_medical_software,NMPA UDI 06974922880009; GS1; Airdoc-AIFUNDUS，发布版本V1.0。,nmpa_udi,06974922880009,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697492288000920211219105757265,samd; chronic_disease_management; clinical_workflow,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903047; GS1; 16人份/盒,nmpa_udi,06949841903047,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=ca378ffe533249bca57eb24c4317f7e3,chronic_disease_management,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903030; GS1; 32人份/盒,nmpa_udi,06949841903030,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=7f47d18306a74c61a574c0ecc566ac5c,chronic_disease_management,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903023; GS1; 30人份/盒,nmpa_udi,06949841903023,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=57440e50329f41f8aa96dbec574cee87,chronic_disease_management,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903085; GS1; 16人份/盒,nmpa_udi,06949841903085,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=1affbed612da4da09939f6811a3e9c45,chronic_disease_management,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903016; GS1; 64人份/盒,nmpa_udi,06949841903016,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=4e9fffbc02d14fc1b1eaabc21a3786db,chronic_disease_management,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903078; GS1; 32人份/盒,nmpa_udi,06949841903078,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=9149e696753c4b50865b9c168170ae3f,chronic_disease_management,strong_official_product
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903061; GS1; 30人份/盒,nmpa_udi,06949841903061,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bf8922dd068e4a7db79d4f50830bd46b,chronic_disease_management,strong_official_product
