companyName,productName,region,country,city,tier,categories,sourceType,sourceQuery,sourceUrl,capturedAt,evidenceSummary,confidence,privacyFlag,evidenceStrength,discoveryRound,seeded
"Medical Device Technologies, Inc.","MEICAL DEVICE TECHNOLOGIES, INC. TRU-CORE DISPOSABLE AUTOMATIC BIOPSY INSTRUMENT",US,US,Gainsville,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K982960,2026-05-14,FDA 510(k) K982960; 1998-09-23; product code KNW,0.86,company_product_public,strong_official_product,round1,no
"Microtek Medical, Inc.",MICROTEK MEDICAL SURGICAL GOWN/TOGA,US,US,Columbus,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K062899,2026-05-14,FDA 510(k) K062899; 2007-01-25; product code FYA,0.86,company_product_public,strong_official_product,round1,no
"Medical Compression Systems (Dbn) , Ltd.",ACTIVECARE SFT,,IL,Kfar Saba,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K110159,2026-05-14,FDA 510(k) K110159; 2011-05-12; product code JOW,0.86,company_product_public,strong_official_product,round1,no
Shimadzu Medical Systems,MC125L-50 SHIMADZU MOBILE X-RAY SYSTEM,US,US,Gardena,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893637,2026-05-14,FDA 510(k) K893637; 1989-07-20; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Largan Medical Co., Ltd.","Largan 55 (methafilcon A) Daily Wear Soft (hydrophilic) Contact Lens, Largan 55 (methafilcon A) Daily Wear Soft (hydrophilic) Contact Lensfor ASTIGMATISM, Largan 55 (methafilcon A) Daily Wear Soft (hydrophilic) Contact Lens for PRESBYOPIA",,TW,Taichung,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181230,2026-05-14,FDA 510(k) K181230; 2018-06-25; product code LPL,0.86,company_product_public,strong_official_product,round1,no
"Nonin Medical, Inc.",MODIFICATION TO AVANT 9600 PULSE OXIMETER,US,US,Plymouth,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K040589,2026-05-14,FDA 510(k) K040589; 2004-06-03; product code DQA,0.86,company_product_public,strong_official_product,round1,no
"Philips Medical Systems (Cleveland), Inc.",IQon Spectral CT,US,US,Cleveland,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K163711,2026-05-14,FDA 510(k) K163711; 2017-04-05; product code JAK,0.86,company_product_public,strong_official_product,round1,no
"Siemens Medical Solutions USA, Inc.",ACUSON P50 DIAGNOSTIC ULTRASOUND SYSTEM,US,US,Mountain View,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K072266,2026-05-14,FDA 510(k) K072266; 2007-08-29; product code ITX,0.86,company_product_public,strong_official_product,round1,no
"Changsha Anxiang Medical Technology Co., Ltd.","Muscle and Nerve Stimulator TENS & EMS (TP2208), Muscle and Nerve Stimulator TENS & EMS (TP2208C)",China,CN,Changsha,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K242567,2026-05-14,FDA 510(k) K242567; 2024-11-04; product code NUH,0.86,company_product_public,strong_official_product,round1,no
"Solopak Medical Products, Inc.",MAXCESS NEEDLE FREE CONNECTOR (8200),US,US,Libertyville,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K960661,2026-05-14,FDA 510(k) K960661; 1996-03-21; product code FPA,0.86,company_product_public,strong_official_product,round1,no
Dash Medical Gloves Sdn Bhd,DASH SILICONIZED POLYMER COATED POWDER FREE LATEX EXAMINATION GLOVES WITH PROTEIN CONTENT LABELING CLAIM (50 MICROGRAMS,US,US,Franklin,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K992128,2026-05-14,FDA 510(k) K992128; 1999-09-14; product code LYY,0.86,company_product_public,strong_official_product,round1,no
Cardinalhealth,Cardinal Health Nitrile Examination Gloves Extended Cuff,US,US,Waukegan,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K252313,2026-05-14,FDA 510(k) K252313; 2026-01-14; product code LZC,0.86,company_product_public,strong_official_product,round1,no
Pace Medical,MODEL 4205 PULSE GENERATOR SURGICAL EXTEN CABLE,US,US,Waltham,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K912545,2026-05-14,FDA 510(k) K912545; 1991-07-26; product code DXY,0.86,company_product_public,strong_official_product,round1,no
"Zhonghong Pulin Medical Products Co., Ltd.","Nitrile Exam Glove, Tested For Use With Chemotherapy Drugs And Fentanyl",China,CN,Tangshan,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231029,2026-05-14,FDA 510(k) K231029; 2023-10-30; product code LZA,0.86,company_product_public,strong_official_product,round1,no
"Galix Biomedical Instrumentation, Inc.",3 CHANNEL DIGITAL AMBULATORY ECG RECORDER,US,US,Miami Beach,A,remote_patient_monitoring,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K971670,2026-05-14,FDA 510(k) K971670; 1998-01-29; product code DSH,0.86,company_product_public,strong_official_product,round1,no
"Medical Industries America, Inc.",3050 SPORT-NEB,US,US,Adel,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K964078,2026-05-14,FDA 510(k) K964078; 1997-01-10; product code CAF,0.86,company_product_public,strong_official_product,round1,no
"Andover Medical, Inc.",HOLTER KIT MODEL #5000 SERIES,US,US,Mchenry,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K823414,2026-05-14,FDA 510(k) K823414; 1982-12-30; product code DSH,0.86,company_product_public,strong_official_product,round1,no
"Suzhou Zhenwu Medical Co., Ltd.",Safety Lancet,China,CN,Suzhou,A,,openfda_device_510k,mobile medical app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K223208,2026-05-14,FDA 510(k) K223208; 2023-02-10; product code FMK,0.86,company_product_public,strong_official_product,round1,no
Summit World Trade Corp.,MOBILE MRP-20 MAGNETIC RESONANCE DIAGNOSTIC DEVICE,US,US,Hudson,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K901980,2026-05-14,FDA 510(k) K901980; 1990-06-28; product code LNH,0.86,company_product_public,strong_official_product,round1,no
"Medtronic, Inc.",AVIVO Mobile Patient Management (MPM) System,US,US,Mounds View,A,health_management_platform; patient_engagement,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K153160,2026-05-14,FDA 510(k) K153160; 2016-03-30; product code MHX,0.86,company_product_public,strong_official_product,round1,no
"Oec-Diasonics, Inc.",MODIFIED MAINFRAME OF MODEL 902 MOBILE C-ARM,US,US,Salt Lake City,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K864837,2026-05-14,FDA 510(k) K864837; 1987-01-30; product code JAA,0.86,company_product_public,strong_official_product,round1,no
"Ge Oec Medical Systems, Inc.",OEC Elite,US,US,Salt Lake City,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K172550,2026-05-14,FDA 510(k) K172550; 2017-11-16; product code OXO,0.86,company_product_public,strong_official_product,round1,no
"Tung Keng Enterprise Co., Ltd.","BE-MOBILE 3-WHEELED ELECTRIC SCOOTER, MODEL DK S200",,TW,Hsin-Chu City,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K033240,2026-05-14,FDA 510(k) K033240; 2003-12-18; product code INI,0.86,company_product_public,strong_official_product,round1,no
"Access Vascular, Inc.","HydroPICC 4Fr Single Lumen Marked catheter, 130 cm guidewire  - Basic Kit (70001201); HydroPICC 4Fr Single Lumen Marked catheter, 70 cm guidewire  - Basic Kit (70001202); HydroPICC 4Fr Single Lumen Marked catheter, Maximal Barrier kit (70001204); HydroPICC 4Fr Single Lumen Marked catheter, Mobile Maximal Barrier Kit (90001204)",US,US,Ballerica,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K243941,2026-05-14,FDA 510(k) K243941; 2025-01-17; product code LJS,0.86,company_product_public,strong_official_product,round1,no
"Ge Medical Systems, LLC",Optima XR240amx,US,US,Waukesha,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K182234,2026-05-14,FDA 510(k) K182234; 2018-09-06; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Minxray, Inc.",CMDR 2CW (Multiple models),US,US,Northbrook,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191451,2026-05-14,FDA 510(k) K191451; 2019-07-03; product code IZL,0.86,company_product_public,strong_official_product,round1,no
Ge Dec Medical Systems,SERIES 6600 DIGITAL MOBILE C-ARM,US,US,Salt Lake City,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K951765,2026-05-14,FDA 510(k) K951765; 1995-05-11; product code OXO,0.86,company_product_public,strong_official_product,round1,no
"Sound Life Sciences, Inc.",Breathe Easy Mobile Respiratory Monitor (MRM),US,US,Seattle,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211387,2026-05-14,FDA 510(k) K211387; 2021-11-23; product code BZQ,0.86,company_product_public,strong_official_product,round1,no
"Orthoscan, Inc.",Orthoscan Tau Mini C-Arm,US,US,Scottsdale,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K213113,2026-05-14,FDA 510(k) K213113; 2021-10-21; product code OXO,0.86,company_product_public,strong_official_product,round1,no
Carestream Health,"Lux HD Detectors, DRX-LC Detector, DRX-Revolution Mobile X-Ray System",US,US,Rochester,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253185,2026-05-14,FDA 510(k) K253185; 2026-03-11; product code IZL,0.86,company_product_public,strong_official_product,round1,no
Trex Enterprises Corp.,PDX-2000 PORTABLE DIGITAL X-RAY SYSTEM,US,US,San Diego,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K012379,2026-05-14,FDA 510(k) K012379; 2001-08-16; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Pentax of America, Inc.","PENTAX Medical Single Use Video Bronchoscope EB11-S01, PENTAX Medical Single Use Video Bronchoscope EB15-S01, PENTAX Medical Mobile Processor ONE-M, PENTAX Medical Mobile Processor Plug-In ONE-Dock",US,US,Montvale,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K231970,2026-05-14,FDA 510(k) K231970; 2024-01-12; product code EOQ,0.86,company_product_public,strong_official_product,round1,no
Precise Optics,PI808 MOBILE C-ARM IMAGE INTENSIFIER,US,US,Mchenry,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K820178,2026-05-14,FDA 510(k) K820178; 1982-03-04; product code JAA,0.86,company_product_public,strong_official_product,round1,no
"Sedecal., Sa.","RadPRO® Mobile 40kW; RadPRO® Mobile 40kW FLEXPLUS, Model SM-40HF-B-D-VIR",Europe,ES,Algete,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K161345,2026-05-14,FDA 510(k) K161345; 2016-07-06; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Nakanishi, Inc.",IPROPHY MOBILE,US,US,Richardson,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K131578,2026-05-14,FDA 510(k) K131578; 2013-09-12; product code EKX,0.86,company_product_public,strong_official_product,round1,no
Watermark Medical,CONNECTED CARE MOBILE APPLICATION,US,US,Brookfield,A,samd,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K120325,2026-05-14,FDA 510(k) K120325; 2012-07-18; product code DRG,0.86,company_product_public,strong_official_product,round1,no
Surgi-Quip Inc.U,SELF-CONTAINED MOBILE OPHTHAL. OPER. .,US,US,Mchenry,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822427,2026-05-14,FDA 510(k) K822427; 1982-09-14; product code FSE,0.86,company_product_public,strong_official_product,round1,no
"Nanjing Perlove Medical Equipment Co., Ltd.",Diagnostic X-ray System/PLX5200A,China,CN,Nanjing,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212134,2026-05-14,FDA 510(k) K212134; 2021-08-25; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Shimadzu Precision Instruments, Inc.",SHIMADZU MOBILE X-RAY SYSTEMS,US,US,Torrance,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K940294,2026-05-14,FDA 510(k) K940294; 1994-03-16; product code OXO,0.86,company_product_public,strong_official_product,round1,no
"Calgary Scientific, Inc.",RESOLUTIONMD MOBILE 3.1 MODEL RMD-MOB-31,,CA,"Calgary, Alberta",A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K123186,2026-05-14,FDA 510(k) K123186; 2013-03-14; product code LLZ,0.86,company_product_public,strong_official_product,round1,no
ABBOTT MEDICAL,OPTIS Mobile Next Imaging System (1014932); OPTIS Integrated Next Imaging System (1014933); Ultreon 3.0 Software Upgrade Kit (ULTR300001),US,US,Westford,A,samd,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253459,2026-05-14,FDA 510(k) K253459; 2026-04-24; product code NQQ,0.86,company_product_public,strong_official_product,round1,no
Medtronic Minimed,MiniMed Go App,US,US,Los Angeles,A,samd,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K253512,2026-05-14,FDA 510(k) K253512; 2026-01-08; product code NDC,0.86,company_product_public,strong_official_product,round1,no
"Carestream Health, Inc.",DRX-Revolution Mobile X-ray System,US,US,Rochester,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K191025,2026-05-14,FDA 510(k) K191025; 2019-05-17; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Gauss Surgical, Inc.,",PIXEL APP,US,US,Cupertino,A,samd,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K121274,2026-05-14,FDA 510(k) K121274; 2012-06-27; product code LWH,0.86,company_product_public,strong_official_product,round1,no
"Sterne Equipment Co., Ltd.",ACU-RAY HF SERIES PORTABLE X-RAY UNIT,,CA,"Brampton, On.",A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K972204,2026-05-14,FDA 510(k) K972204; 1997-10-08; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Imagexray, LLC",VFSS Pro Mobile Digital Imaging System,US,US,Nutley,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K212523,2026-05-14,FDA 510(k) K212523; 2021-11-05; product code OWB,0.86,company_product_public,strong_official_product,round1,no
Solutions For Tomorrow AB,Mobile X-ray unit (!M1),Europe,SE,Väckelsång,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K251710,2026-05-14,FDA 510(k) K251710; 2025-10-24; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Rmds, Inc.",FAVC-M: FEMORAL ARTERY VASCULAR CLAMP-MOBILE (MODEL M100-M200) FAVC-M FEMORAL ARTERY VASCULAR CLAMP-MOBILE ADJ BELT 6005,US,US,Vancouver,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K970027,2026-05-14,FDA 510(k) K970027; 1997-08-08; product code DXC,0.86,company_product_public,strong_official_product,round1,no
"Toshiba America Medical Systems, In.C",SXT-60F/60M MOBILE C ARM X-RAY UNIT,US,US,Tustin,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896387,2026-05-14,FDA 510(k) K896387; 1990-02-23; product code OXO,0.86,company_product_public,strong_official_product,round1,no
"First Source, Inc.",iQFlex Pro,US,US,Rochester,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K240009,2026-05-14,FDA 510(k) K240009; 2024-07-03; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Samsung Electronics Co., Ltd.",Digital Diagnostic Mobile X-ray System,,KR,Suwon-Si,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K181626,2026-05-14,FDA 510(k) K181626; 2018-07-20; product code IZL,0.86,company_product_public,strong_official_product,round1,no
Dynarad Corp.,"9170, 1170",US,US,Deer Park,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K932354,2026-05-14,FDA 510(k) K932354; 1993-07-23; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Wuestec Medical, Inc.",LIGHTLINE-M,US,US,Mobile,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974240,2026-05-14,FDA 510(k) K974240; 1997-12-22; product code IZX,0.86,company_product_public,strong_official_product,round1,no
"Neuf, Inc.",NFLK-2501 Portable X-ray Unit,,KR,Jeollanam-Do,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K211383,2026-05-14,FDA 510(k) K211383; 2021-08-13; product code IZL,0.86,company_product_public,strong_official_product,round1,no
"Medtronic Navigation, Inc. (Littleton)",O-ARM IMAGING SYSTEM,US,US,Littleton,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K092564,2026-05-14,FDA 510(k) K092564; 2010-06-17; product code OXO,0.86,company_product_public,strong_official_product,round1,no
Seemac Reison AB Co.,SWEMAC REISON BIPLANAR 300,Europe,SE,Sweden,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K911739,2026-05-14,FDA 510(k) K911739; 1991-10-23; product code OXO,0.86,company_product_public,strong_official_product,round1,no
"Corventis, Inc.",NUVANT CARDIAC EVENT MONITORING SYSTEM; NUVANT MOBILE CARDIAC TELEMETRY SYSTEM,US,US,San Jose,A,remote_patient_monitoring,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K090696,2026-05-14,FDA 510(k) K090696; 2009-06-19; product code QYX,0.86,company_product_public,strong_official_product,round1,no
"Minxray, Inc.",MINXRAY MODEL CMDR-2S,US,US,Naples,A,,openfda_device_510k,mobile app,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K100449,2026-05-14,FDA 510(k) K100449; 2010-04-23; product code IZL,0.86,company_product_public,strong_official_product,round1,no
